spender_name,original_spender_name,politician_display,politician_key,amount,year,support_or_oppose,expense_date
Nra,Nat'L Rifle Assn Political Victory Fund,Jerome Moon (Republican of Maryville),"Moon, Jerome",176.31,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Jerome Moon (Republican of Maryville),"Moon, Jerome",319.97,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Robert Stevens (Republican of Smyrna),"Stevens, Robert",104.64,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Robert Stevens (Republican of Smyrna),"Stevens, Robert",144.5,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Jason Zachary (Republican of Knoxville),"Zachary, Jason",175.1,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Jason Zachary (Republican of Knoxville),"Zachary, Jason",315.2,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Elaine Davis (Republican of Knoxville),"Davis, Elaine",129.06,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Elaine Davis (Republican of Knoxville),"Davis, Elaine",205.7,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Dave Wright (Republican of Corryton),"Wright, Dave",142.9,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Dave Wright (Republican of Corryton),"Wright, Dave",238.52,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Cameron Sexton (Republican of Nashville),"Sexton, Cameron",250.66,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Cameron Sexton (Republican of Crossville),"Sexton, Cameron",250.66,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Cameron Sexton (Republican of Nashville),"Sexton, Cameron",498.49,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Cameron Sexton (Republican of Crossville),"Sexton, Cameron",498.49,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Greg Martin (Republican of Hixson),"Martin, Greg",166.23,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Greg Martin (Republican of Chattanooga),"Martin, Greg",166.23,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Greg Martin (Republican of Hixson),"Martin, Greg",296.61,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Greg Martin (Republican of Chattanooga),"Martin, Greg",296.61,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Monty Fritts (Republican of Kingston),"Fritts, Monty",199.88,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Monty Fritts (Republican of Kingston),"Fritts, Monty",376.78,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",108.77,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",154.51,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Charlie Baum (Republican of Murfreesboro),"Baum, Charlie",115.34,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Charlie Baum (Republican of Murfreesboro),"Baum, Charlie",170.63,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Michael Hale (Republican of Smithville),"Hale, Michael",156.38,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Michael Hale (Republican of Smithville),"Hale, Michael",271.19,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,John Mark Windle (Democrat of Jamestown),"Windle, John Mark",161.01,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,John Mark Windle (Democrat of Livingston),"Windle, John Mark",161.01,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,John Mark Windle (Independent of Jamestown),"Windle, John Mark",161.01,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,John Mark Windle (Democrat of Jamestown),"Windle, John Mark",281.87,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,John Mark Windle (Democrat of Livingston),"Windle, John Mark",281.87,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,John Mark Windle (Independent of Jamestown),"Windle, John Mark",281.87,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,William Lamberth (Republican of Portland),"Lamberth, William",150.8,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,William Lamberth (Republican of Hendersonville),"Lamberth, William",150.8,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,William Lamberth (Republican of Portland),"Lamberth, William",258.25,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,William Lamberth (Republican of Hendersonville),"Lamberth, William",258.25,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Bryan Terry (Republican of Murfreesboro),"Terry, Bryan",133.56,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Bryan Terry (Republican of Murfreesboro),"Terry, Bryan",214.54,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Mike Sparks (Republican of Smyrna),"Sparks, Mike",127.13,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Michelle Foreman (Republican of Franklin),"Foreman, Michelle",135.01,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Michelle Foreman (Republican of Nashville),"Foreman, Michelle",135.01,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Michelle Foreman (Republican of Franklin),"Foreman, Michelle",222.62,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Michelle Foreman (Republican of Nashville),"Foreman, Michelle",222.62,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Jake McCalmon (Republican of Franklin),"McCalmon, Jake",151.41,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Jake McCalmon (Republican of Brentwood),"McCalmon, Jake",151.41,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Jake McCalmon (Republican of Franklin),"McCalmon, Jake",259.41,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Jake McCalmon (Republican of Brentwood),"McCalmon, Jake",259.41,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Tommy Vallejos (Republican of Clarksville),"Vallejos, Tommy",121.22,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Jody Barrett (Republican of Lyles),"Barrett, Jody",150.08,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Jody Barrett (Republican of Dickson),"Barrett, Jody",150.08,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Jody Barrett (Republican of Lyles),"Barrett, Jody",254.58,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Jody Barrett (Republican of Dickson),"Barrett, Jody",254.58,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Kip Capley (Republican of Summertown),"Capley, Kip",152.51,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Kip Capley (Republican of Summertown),"Capley, Kip",261.17,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Jeff Burkhart (Republican of Clarksville),"Burkhart, Jeff",103.07,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Jeff Burkhart (Republican of Clarksville),"Burkhart, Jeff",143.12,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Brock Martin (Republican of Cedar Grove),"Martin, Brock",129.42,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Brock Martin (Republican of Huntingdon),"Martin, Brock",129.42,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Brock Martin (Republican of Cedar Grove),"Martin, Brock",204.99,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Brock Martin (Republican of Huntingdon),"Martin, Brock",204.99,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Todd Warner (Republican of Chapel Hill),"Warner, Todd",136.22,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Todd Warner (Republican of Chapel Hill),"Warner, Todd",221.17,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Adam Lowe (Republican of Calhoun),"Lowe, Adam",359.86,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Adam Lowe (Republican of Cleveland),"Lowe, Adam",359.86,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Adam Lowe (Republican of Calhoun),"Lowe, Adam",763.12,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Adam Lowe (Republican of Cleveland),"Lowe, Adam",763.12,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Dawn White (Republican of Murfreesboro),"White, Dawn",273.74,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Dawn White (Republican of Murfreesboro),"White, Dawn",554.17,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Brent Taylor (Republican of Memphis),"Taylor, Brent",396.05,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Brent Taylor (Republican of Memphis),"Taylor, Brent",857.29,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,Adam Lowe (Republican of Calhoun),"Lowe, Adam",249.0,2022,Support,2022-10-26
Nra,Nat'L Rifle Assn Political Victory Fund,Adam Lowe (Republican of Cleveland),"Lowe, Adam",249.0,2022,Support,2022-10-26
Nra,Nat'L Rifle Assn Political Victory Fund,Dawn White (Republican of Murfreesboro),"White, Dawn",249.0,2022,Support,2022-10-26
Nra,Nat'L Rifle Assn Political Victory Fund,Brent Taylor (Republican of Memphis),"Taylor, Brent",249.0,2022,Support,2022-10-26
Nra,Nat'L Rifle Assn Political Victory Fund,Jack Johnson (Republican of Franklin),"Johnson, Jack",248.1,2022,Support,2022-07-25
Nra,Nat'L Rifle Assn Political Victory Fund,Jack Johnson (Republican of Brentwood),"Johnson, Jack",248.1,2022,Support,2022-07-25
Nra,Nat'L Rifle Assn Political Victory Fund,Mark Hall (Senate) (Republican of Cleveland),"Hall (Senate), Mark",257.1,2022,Support,2022-07-25
Nra,Nat'L Rifle Assn Political Victory Fund,Randy McNally (Republican of Oak Ridge),"McNally, Randy",254.82,2022,Support,2022-07-25
Nra,Nat'L Rifle Assn Political Victory Fund,Randy McNally (Republican of Nashville),"McNally, Randy",254.82,2022,Support,2022-07-25
Nra,Nat'L Rifle Assn Political Victory Fund,Elaine Davis (Republican of Knoxville),"Davis, Elaine",90.24,2022,Support,2022-07-20
Nra,Nat'L Rifle Assn Political Victory Fund,Bryan Richey (Republican of Alcoa),"Richey, Bryan",182.4,2022,Support,2022-07-20
Nra,Nat'L Rifle Assn Political Victory Fund,Paul Sherrell (Republican of Sparta),"Sherrell, Paul",110.64,2022,Support,2022-07-20
Nra,Nat'L Rifle Assn Political Victory Fund,Tom Leatherwood (Republican of Arlington),"Leatherwood, Tom",164.82,2022,Support,2022-07-20
Nra,Nat'L Rifle Assn Political Victory Fund,Mark Hall (Senate) (Republican of Cleveland),"Hall (Senate), Mark",249.24,2022,Support,2022-07-15
Nra,Nat'L Rifle Assn Political Victory Fund,Jack Johnson (Republican of Franklin),"Johnson, Jack",240.0,2022,Support,2022-07-15
Nra,Nat'L Rifle Assn Political Victory Fund,Jack Johnson (Republican of Brentwood),"Johnson, Jack",240.0,2022,Support,2022-07-15
Nra,Nat'L Rifle Assn Political Victory Fund,Randy McNally (Republican of Oak Ridge),"McNally, Randy",248.04,2022,Support,2022-07-15
Nra,Nat'L Rifle Assn Political Victory Fund,Randy McNally (Republican of Nashville),"McNally, Randy",248.04,2022,Support,2022-07-15
Nra,Nat'L Rifle Assn Political Victory Fund,Jack Johnson (Republican of Franklin),"Johnson, Jack",750.0,2022,Support,2022-07-15
Nra,Nat'L Rifle Assn Political Victory Fund,Jack Johnson (Republican of Brentwood),"Johnson, Jack",750.0,2022,Support,2022-07-15
Nra,Nat'L Rifle Assn Political Victory Fund,Elaine Davis (Republican of Knoxville),"Davis, Elaine",750.0,2022,Support,2022-07-15
Nra,Nat'L Rifle Assn Political Victory Fund,Bryan Richey (Republican of Alcoa),"Richey, Bryan",750.0,2022,Support,2022-07-15
Nra,Nat'L Rifle Assn Political Victory Fund,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",683.05,2020,Support,2020-10-08
Nra,Nat'L Rifle Assn Political Victory Fund,Todd Gardenhire (Republican of Chattanooga),"Gardenhire, Todd",452.41,2020,Support,2020-10-08
Nra,Nat'L Rifle Assn Political Victory Fund,Shane Reeves (Republican of Murfreesboro),"Reeves, Shane",988.67,2020,Support,2020-10-08
Nra,Nat'L Rifle Assn Political Victory Fund,Shane Reeves (Republican of Milton),"Reeves, Shane",988.67,2020,Support,2020-10-08
Nra,Nat'L Rifle Assn Political Victory Fund,Page Walley (Republican of Lawrenceburg),"Walley, Page",1269.09,2020,Support,2020-10-08
Nra,Nat'L Rifle Assn Political Victory Fund,Page Walley (Republican of Bolivar),"Walley, Page",1269.09,2020,Support,2020-10-08
Nra,Nat'L Rifle Assn Political Victory Fund,Michele Carringer (Republican of Knoxville),"Carringer, Michele",390.23,2020,Support,2020-10-08
Nra,Nat'L Rifle Assn Political Victory Fund,Cameron Sexton (Republican of Nashville),"Sexton, Cameron",501.56,2020,Support,2020-10-08
Nra,Nat'L Rifle Assn Political Victory Fund,Cameron Sexton (Republican of Crossville),"Sexton, Cameron",501.56,2020,Support,2020-10-08
Nra,Nat'L Rifle Assn Political Victory Fund,Mike Sparks (Republican of Smyrna),"Sparks, Mike",198.47,2020,Support,2020-10-08
Nra,Nat'L Rifle Assn Political Victory Fund,Glen Casada (Republican of Franklin),"Casada, Glen",544.74,2020,Support,2020-10-08
Nra,Nat'L Rifle Assn Political Victory Fund,Glen Casada (Republican of Thompsons Station),"Casada, Glen",544.74,2020,Support,2020-10-08
Nra,Nat'L Rifle Assn Political Victory Fund,Glen Casada (Republican of College Grove),"Casada, Glen",544.74,2020,Support,2020-10-08
Nra,Nat'L Rifle Assn Political Victory Fund,Chris Hurt (Republican of Halls),"Hurt, Chris",248.75,2020,Support,2020-10-08
Nra,Nat'L Rifle Assn Political Victory Fund,Shane Reeves (Republican of Murfreesboro),"Reeves, Shane",1504.25,2018,Support,2018-03-13
Nra,Nat'L Rifle Assn Political Victory Fund,Shane Reeves (Republican of Milton),"Reeves, Shane",1504.25,2018,Support,2018-03-13
Nra,Nat'L Rifle Assn Political Victory Fund,"Bill (2018, 2022 Governor Campaigns) Lee (Republican of Franklin)","Lee, Bill (2018, 2022 Governor Campaigns)",12243.02,2018,Support,2018-10-11
Nra,Nat'L Rifle Assn Political Victory Fund,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",12243.02,2018,Oppose,2018-10-11
Nra,Nat'L Rifle Assn Political Victory Fund,Gary Hicks (Republican of Rogersville),"Hicks, Gary",867.22,2016,Support,2016-07-21
Nra,Nat'L Rifle Assn Political Victory Fund,Mike Carter (Republican of Chattanooga),"Carter, Mike",500.77,2016,Support,2016-07-21
Nra,Nat'L Rifle Assn Political Victory Fund,Mike Carter (Republican of Ooltewah),"Carter, Mike",500.77,2016,Support,2016-07-21
Nra,Nat'L Rifle Assn Political Victory Fund,Jerry Sexton (Republican of Bean Station),"Sexton, Jerry",652.58,2016,Support,2016-07-21
Nra,Nat'L Rifle Assn Political Victory Fund,Courtney L. Rogers (Republican of Goodlettsville),"Rogers, Courtney L.",1994.57,2016,Support,2016-07-21
Nra,Nat'L Rifle Assn Political Victory Fund,Courtney L. Rogers (Republican of Hendersonville),"Rogers, Courtney L.",1994.57,2016,Support,2016-07-21
Nra,Nat'L Rifle Assn Political Victory Fund,Mike Sparks (Republican of Smyrna),"Sparks, Mike",1038.23,2016,Support,2016-07-21
